Área;Año;Grupo de edad;Sexo;Casos
Los Mártires;2018;75 a 79;Hombre;
Los Mártires;2018;80 y más;Hombre;
Los Mártires;2018;Todos los grupos;Hombre;6
Los Mártires;2018;05 a 09;Mujer;
Los Mártires;2018;10 a 14;Mujer;
Los Mártires;2018;15 a 17;Mujer;
Los Mártires;2018;18 a 19;Mujer;
Los Mártires;2018;20 a 24;Mujer;
Los Mártires;2018;25 a 29;Mujer;
Los Mártires;2018;30 a 34;Mujer;
Los Mártires;2018;35 a 39;Mujer;
Los Mártires;2018;40 a 44;Mujer;
Los Mártires;2018;45 a 49;Mujer;
Los Mártires;2018;50 a 54;Mujer;
Los Mártires;2018;55 a 59;Mujer;
Los Mártires;2018;60 a 64;Mujer;
Los Mártires;2018;65 a 69;Mujer;
Los Mártires;2018;70 a 74;Mujer;
Los Mártires;2018;75 a 79;Mujer;
Los Mártires;2018;80 y más;Mujer;
Los Mártires;2018;Todos los grupos;Mujer;
Antonio Nariño;2018;05 a 09;Hombre;
Antonio Nariño;2018;10 a 14;Hombre;
Antonio Nariño;2018;15 a 17;Hombre;1
Antonio Nariño;2018;18 a 19;Hombre;
Antonio Nariño;2018;20 a 24;Hombre;
Antonio Nariño;2018;25 a 29;Hombre;1
Antonio Nariño;2018;30 a 34;Hombre;
Antonio Nariño;2018;35 a 39;Hombre;
Antonio Nariño;2018;40 a 44;Hombre;
Antonio Nariño;2018;45 a 49;Hombre;
Antonio Nariño;2018;50 a 54;Hombre;1
Antonio Nariño;2018;55 a 59;Hombre;
Antonio Nariño;2018;60 a 64;Hombre;
Antonio Nariño;2018;65 a 69;Hombre;
Antonio Nariño;2018;70 a 74;Hombre;
Antonio Nariño;2018;75 a 79;Hombre;
Antonio Nariño;2018;80 y más;Hombre;
Antonio Nariño;2018;Todos los grupos;Hombre;3
Antonio Nariño;2018;05 a 09;Mujer;
Antonio Nariño;2018;10 a 14;Mujer;
Antonio Nariño;2018;15 a 17;Mujer;
Antonio Nariño;2018;18 a 19;Mujer;
Antonio Nariño;2018;20 a 24;Mujer;
Antonio Nariño;2018;25 a 29;Mujer;
Antonio Nariño;2018;30 a 34;Mujer;
Antonio Nariño;2018;35 a 39;Mujer;
Antonio Nariño;2018;40 a 44;Mujer;
Antonio Nariño;2018;45 a 49;Mujer;
Antonio Nariño;2018;50 a 54;Mujer;
Antonio Nariño;2018;55 a 59;Mujer;
Antonio Nariño;2018;60 a 64;Mujer;
Antonio Nariño;2018;65 a 69;Mujer;
Antonio Nariño;2018;70 a 74;Mujer;
Antonio Nariño;2018;75 a 79;Mujer;
Antonio Nariño;2018;80 y más;Mujer;
Antonio Nariño;2018;Todos los grupos;Mujer;
Puente Aranda;2018;05 a 09;Hombre;
Puente Aranda;2018;10 a 14;Hombre;
Puente Aranda;2018;15 a 17;Hombre;1
Puente Aranda;2018;18 a 19;Hombre;
Puente Aranda;2018;20 a 24;Hombre;2
Puente Aranda;2018;25 a 29;Hombre;
Puente Aranda;2018;30 a 34;Hombre;
Puente Aranda;2018;35 a 39;Hombre;1
Puente Aranda;2018;40 a 44;Hombre;
Puente Aranda;2018;45 a 49;Hombre;
Puente Aranda;2018;50 a 54;Hombre;4
Puente Aranda;2018;55 a 59;Hombre;
Puente Aranda;2018;60 a 64;Hombre;
Puente Aranda;2018;65 a 69;Hombre;
Puente Aranda;2018;70 a 74;Hombre;
Puente Aranda;2018;75 a 79;Hombre;1
Puente Aranda;2018;80 y más;Hombre;
Puente Aranda;2018;Todos los grupos;Hombre;9
Puente Aranda;2018;05 a 09;Mujer;
Puente Aranda;2018;10 a 14;Mujer;
Puente Aranda;2018;15 a 17;Mujer;
Puente Aranda;2018;18 a 19;Mujer;
Puente Aranda;2018;20 a 24;Mujer;1
Puente Aranda;2018;25 a 29;Mujer;
Puente Aranda;2018;30 a 34;Mujer;
Puente Aranda;2018;35 a 39;Mujer;
Puente Aranda;2018;40 a 44;Mujer;
Puente Aranda;2018;45 a 49;Mujer;
Puente Aranda;2018;50 a 54;Mujer;
Puente Aranda;2018;55 a 59;Mujer;
Puente Aranda;2018;60 a 64;Mujer;
Puente Aranda;2018;65 a 69;Mujer;
Puente Aranda;2018;70 a 74;Mujer;
Puente Aranda;2018;75 a 79;Mujer;
Puente Aranda;2018;80 y más;Mujer;
Puente Aranda;2018;Todos los grupos;Mujer;1
La Candelaria;2018;05 a 09;Hombre;
La Candelaria;2018;10 a 14;Hombre;
La Candelaria;2018;15 a 17;Hombre;
La Candelaria;2018;18 a 19;Hombre;
La Candelaria;2018;20 a 24;Hombre;
La Candelaria;2018;25 a 29;Hombre;
La Candelaria;2018;30 a 34;Hombre;
La Candelaria;2018;35 a 39;Hombre;
La Candelaria;2018;40 a 44;Hombre;
La Candelaria;2018;45 a 49;Hombre;
La Candelaria;2018;50 a 54;Hombre;
La Candelaria;2018;55 a 59;Hombre;
La Candelaria;2018;60 a 64;Hombre;
La Candelaria;2018;65 a 69;Hombre;
La Candelaria;2018;70 a 74;Hombre;
La Candelaria;2018;75 a 79;Hombre;
La Candelaria;2018;80 y más;Hombre;
La Candelaria;2018;Todos los grupos;Hombre;
La Candelaria;2018;05 a 09;Mujer;
La Candelaria;2018;10 a 14;Mujer;1
La Candelaria;2018;15 a 17;Mujer;
La Candelaria;2018;18 a 19;Mujer;
La Candelaria;2018;20 a 24;Mujer;
La Candelaria;2018;25 a 29;Mujer;
La Candelaria;2018;30 a 34;Mujer;1
La Candelaria;2018;35 a 39;Mujer;
La Candelaria;2018;40 a 44;Mujer;
La Candelaria;2018;45 a 49;Mujer;
La Candelaria;2018;50 a 54;Mujer;
La Candelaria;2018;55 a 59;Mujer;
La Candelaria;2018;60 a 64;Mujer;
La Candelaria;2018;65 a 69;Mujer;
La Candelaria;2018;70 a 74;Mujer;
La Candelaria;2018;75 a 79;Mujer;
La Candelaria;2018;80 y más;Mujer;
La Candelaria;2018;Todos los grupos;Mujer;2
Rafael Uribe Uribe;2018;05 a 09;Hombre;
Rafael Uribe Uribe;2018;10 a 14;Hombre;
Rafael Uribe Uribe;2018;15 a 17;Hombre;
Rafael Uribe Uribe;2018;18 a 19;Hombre;1
Rafael Uribe Uribe;2018;20 a 24;Hombre;2
Rafael Uribe Uribe;2018;25 a 29;Hombre;1
Rafael Uribe Uribe;2018;30 a 34;Hombre;
Rafael Uribe Uribe;2018;35 a 39;Hombre;3
Rafael Uribe Uribe;2018;40 a 44;Hombre;2
Rafael Uribe Uribe;2018;45 a 49;Hombre;1
Rafael Uribe Uribe;2018;50 a 54;Hombre;2
Rafael Uribe Uribe;2018;55 a 59;Hombre;1
Rafael Uribe Uribe;2018;60 a 64;Hombre;
Rafael Uribe Uribe;2018;65 a 69;Hombre;
Rafael Uribe Uribe;2018;70 a 74;Hombre;
Rafael Uribe Uribe;2018;75 a 79;Hombre;
Rafael Uribe Uribe;2018;80 y más;Hombre;
Rafael Uribe Uribe;2018;Todos los grupos;Hombre;13
Rafael Uribe Uribe;2018;05 a 09;Mujer;
Rafael Uribe Uribe;2018;10 a 14;Mujer;
Rafael Uribe Uribe;2018;15 a 17;Mujer;1
Rafael Uribe Uribe;2018;18 a 19;Mujer;
Rafael Uribe Uribe;2018;20 a 24;Mujer;2
Rafael Uribe Uribe;2018;25 a 29;Mujer;1
Rafael Uribe Uribe;2018;30 a 34;Mujer;
Rafael Uribe Uribe;2018;35 a 39;Mujer;
Rafael Uribe Uribe;2018;40 a 44;Mujer;
Rafael Uribe Uribe;2018;45 a 49;Mujer;
Rafael Uribe Uribe;2018;50 a 54;Mujer;
Rafael Uribe Uribe;2018;55 a 59;Mujer;1
Rafael Uribe Uribe;2018;60 a 64;Mujer;
Rafael Uribe Uribe;2018;65 a 69;Mujer;
Rafael Uribe Uribe;2018;70 a 74;Mujer;
Rafael Uribe Uribe;2018;75 a 79;Mujer;
Rafael Uribe Uribe;2018;80 y más;Mujer;
Rafael Uribe Uribe;2018;Todos los grupos;Mujer;5
Ciudad Bolívar;2018;05 a 09;Hombre;
Ciudad Bolívar;2018;10 a 14;Hombre;2
Ciudad Bolívar;2018;15 a 17;Hombre;1
Ciudad Bolívar;2018;18 a 19;Hombre;1
Ciudad Bolívar;2018;20 a 24;Hombre;5
Ciudad Bolívar;2018;25 a 29;Hombre;6
Ciudad Bolívar;2018;30 a 34;Hombre;1
Ciudad Bolívar;2018;35 a 39;Hombre;2
Ciudad Bolívar;2018;40 a 44;Hombre;
Ciudad Bolívar;2018;45 a 49;Hombre;7
Ciudad Bolívar;2018;50 a 54;Hombre;1
Ciudad Bolívar;2018;55 a 59;Hombre;4
Ciudad Bolívar;2018;60 a 64;Hombre;1
Ciudad Bolívar;2018;65 a 69;Hombre;
Ciudad Bolívar;2018;70 a 74;Hombre;1
Ciudad Bolívar;2018;75 a 79;Hombre;
Ciudad Bolívar;2018;80 y más;Hombre;
Ciudad Bolívar;2018;Todos los grupos;Hombre;32
Ciudad Bolívar;2018;05 a 09;Mujer;
Ciudad Bolívar;2018;10 a 14;Mujer;
Ciudad Bolívar;2018;15 a 17;Mujer;1
Ciudad Bolívar;2018;18 a 19;Mujer;
Ciudad Bolívar;2018;20 a 24;Mujer;3
Ciudad Bolívar;2018;25 a 29;Mujer;
Ciudad Bolívar;2018;30 a 34;Mujer;
Ciudad Bolívar;2018;35 a 39;Mujer;1
Ciudad Bolívar;2018;40 a 44;Mujer;
Ciudad Bolívar;2018;45 a 49;Mujer;
Ciudad Bolívar;2018;50 a 54;Mujer;
Ciudad Bolívar;2018;55 a 59;Mujer;
Ciudad Bolívar;2018;60 a 64;Mujer;
Ciudad Bolívar;2018;65 a 69;Mujer;
Ciudad Bolívar;2018;70 a 74;Mujer;
Ciudad Bolívar;2018;75 a 79;Mujer;
Ciudad Bolívar;2018;80 y más;Mujer;
Ciudad Bolívar;2018;Todos los grupos;Mujer;5
Sumapaz;2018;05 a 09;Hombre;
Sumapaz;2018;10 a 14;Hombre;
Sumapaz;2018;15 a 17;Hombre;
Sumapaz;2018;18 a 19;Hombre;
Sumapaz;2018;20 a 24;Hombre;
Sumapaz;2018;25 a 29;Hombre;
Sumapaz;2018;30 a 34;Hombre;
Sumapaz;2018;35 a 39;Hombre;
Sumapaz;2018;40 a 44;Hombre;
Sumapaz;2018;45 a 49;Hombre;
Sumapaz;2018;50 a 54;Hombre;
Sumapaz;2018;55 a 59;Hombre;
Sumapaz;2018;60 a 64;Hombre;
Sumapaz;2018;65 a 69;Hombre;
Sumapaz;2018;70 a 74;Hombre;
Sumapaz;2018;75 a 79;Hombre;
Sumapaz;2018;80 y más;Hombre;
Sumapaz;2018;Todos los grupos;Hombre;
Sumapaz;2018;05 a 09;Mujer;
Sumapaz;2018;10 a 14;Mujer;
Sumapaz;2018;15 a 17;Mujer;
Sumapaz;2018;18 a 19;Mujer;
Sumapaz;2018;20 a 24;Mujer;
Sumapaz;2018;25 a 29;Mujer;
Sumapaz;2018;30 a 34;Mujer;
Sumapaz;2018;35 a 39;Mujer;
Sumapaz;2018;40 a 44;Mujer;
Sumapaz;2018;45 a 49;Mujer;
Sumapaz;2018;50 a 54;Mujer;
Sumapaz;2018;55 a 59;Mujer;
Sumapaz;2018;60 a 64;Mujer;
Sumapaz;2018;65 a 69;Mujer;
Sumapaz;2018;70 a 74;Mujer;
Sumapaz;2018;75 a 79;Mujer;
Sumapaz;2018;80 y más;Mujer;
Sumapaz;2018;Todos los grupos;Mujer;
Distrito;2018;05 a 09;Hombre;
Distrito;2018;10 a 14;Hombre;7
Distrito;2018;15 a 17;Hombre;15
Distrito;2018;18 a 19;Hombre;10
Distrito;2018;20 a 24;Hombre;41
Distrito;2018;25 a 29;Hombre;49
Distrito;2018;30 a 34;Hombre;29
Distrito;2018;35 a 39;Hombre;27
Distrito;2018;40 a 44;Hombre;17
Distrito;2018;45 a 49;Hombre;27
Distrito;2018;50 a 54;Hombre;25
Distrito;2018;55 a 59;Hombre;21
Distrito;2018;60 a 64;Hombre;11
Distrito;2018;65 a 69;Hombre;7
Distrito;2018;70 a 74;Hombre;12
Distrito;2018;75 a 79;Hombre;6
Distrito;2018;80 y más;Hombre;4
Distrito;2018;Todos los grupos;Hombre;308
Distrito;2018;05 a 09;Mujer;
Distrito;2018;10 a 14;Mujer;7
Distrito;2018;15 a 17;Mujer;7
Distrito;2018;18 a 19;Mujer;5
Distrito;2018;20 a 24;Mujer;11
Distrito;2018;25 a 29;Mujer;14
Distrito;2018;30 a 34;Mujer;5
Distrito;2018;35 a 39;Mujer;8
Distrito;2018;40 a 44;Mujer;3
Distrito;2018;45 a 49;Mujer;3
Distrito;2018;50 a 54;Mujer;4
Distrito;2018;55 a 59;Mujer;9
Distrito;2018;60 a 64;Mujer;2
Distrito;2018;65 a 69;Mujer;1
Distrito;2018;70 a 74;Mujer;0
Distrito;2018;75 a 79;Mujer;0
Distrito;2018;80 y más;Mujer;0
Distrito;2018;Todos los grupos;Mujer;79
Usaquén;2019;05 a 09;Hombre;0
Usaquén;2019;10 a 14;Hombre;1
Usaquén;2019;15 a 17;Hombre;1
Usaquén;2019;18 a 19;Hombre;5
Usaquén;2019;20 a 24;Hombre;5
Usaquén;2019;25 a 29;Hombre;2
Usaquén;2019;30 a 34;Hombre;4
Usaquén;2019;35 a 39;Hombre;1
Usaquén;2019;40 a 44;Hombre;2
Usaquén;2019;45 a 49;Hombre;1
Usaquén;2019;50 a 54;Hombre;2
Usaquén;2019;55 a 59;Hombre;2
Usaquén;2019;60 a 64;Hombre;0
Usaquén;2019;65 a 69;Hombre;1
Usaquén;2019;70 a 74;Hombre;2
Usaquén;2019;75 a 79;Hombre;0
Usaquén;2019;80 y más;Hombre;0
Usaquén;2019;Todos los grupos;Hombre;29
Usaquén;2019;05 a 09;Mujer;0
Usaquén;2019;10 a 14;Mujer;2
Usaquén;2019;15 a 17;Mujer;0
Usaquén;2019;18 a 19;Mujer;2
Usaquén;2019;20 a 24;Mujer;0
Usaquén;2019;25 a 29;Mujer;2
Usaquén;2019;30 a 34;Mujer;1
Usaquén;2019;35 a 39;Mujer;1
Usaquén;2019;40 a 44;Mujer;2
Usaquén;2019;45 a 49;Mujer;0
Usaquén;2019;50 a 54;Mujer;1
Usaquén;2019;55 a 59;Mujer;0
Usaquén;2019;60 a 64;Mujer;0
Usaquén;2019;65 a 69;Mujer;1
Usaquén;2019;70 a 74;Mujer;1
Usaquén;2019;75 a 79;Mujer;0
Usaquén;2019;80 y más;Mujer;1
Usaquén;2019;Todos los grupos;Mujer;14
Chapinero;2019;05 a 09;Hombre;0
Chapinero;2019;10 a 14;Hombre;0
Chapinero;2019;15 a 17;Hombre;0
Chapinero;2019;18 a 19;Hombre;1
Chapinero;2019;20 a 24;Hombre;1
Chapinero;2019;25 a 29;Hombre;1
Chapinero;2019;30 a 34;Hombre;3
Chapinero;2019;35 a 39;Hombre;3
Chapinero;2019;40 a 44;Hombre;3
Chapinero;2019;45 a 49;Hombre;0
Chapinero;2019;50 a 54;Hombre;4
Chapinero;2019;55 a 59;Hombre;1
Chapinero;2019;60 a 64;Hombre;0
Chapinero;2019;65 a 69;Hombre;1
Chapinero;2019;70 a 74;Hombre;1
Chapinero;2019;75 a 79;Hombre;1
Chapinero;2019;80 y más;Hombre;0
Chapinero;2019;Todos los grupos;Hombre;20
Chapinero;2019;05 a 09;Mujer;0
Chapinero;2019;10 a 14;Mujer;0
Chapinero;2019;15 a 17;Mujer;0
Chapinero;2019;18 a 19;Mujer;0
Chapinero;2019;20 a 24;Mujer;0
Chapinero;2019;25 a 29;Mujer;1
Chapinero;2019;30 a 34;Mujer;0
Chapinero;2019;35 a 39;Mujer;1
Chapinero;2019;40 a 44;Mujer;3
Chapinero;2019;45 a 49;Mujer;0
Chapinero;2019;50 a 54;Mujer;0
Chapinero;2019;55 a 59;Mujer;0
Chapinero;2019;60 a 64;Mujer;0
Chapinero;2019;65 a 69;Mujer;0
Chapinero;2019;70 a 74;Mujer;0
Chapinero;2019;75 a 79;Mujer;0
Chapinero;2019;80 y más;Mujer;0
Chapinero;2019;Todos los grupos;Mujer;5
Santa Fe;2019;05 a 09;Hombre;0
Santa Fe;2019;10 a 14;Hombre;0
Santa Fe;2019;15 a 17;Hombre;0
Santa Fe;2019;18 a 19;Hombre;0
Santa Fe;2019;20 a 24;Hombre;2
Santa Fe;2019;25 a 29;Hombre;2
Santa Fe;2019;30 a 34;Hombre;1
Santa Fe;2019;35 a 39;Hombre;0
Santa Fe;2019;40 a 44;Hombre;0
Santa Fe;2019;45 a 49;Hombre;0
Santa Fe;2019;50 a 54;Hombre;0
Santa Fe;2019;55 a 59;Hombre;1
Santa Fe;2019;60 a 64;Hombre;0
Santa Fe;2019;65 a 69;Hombre;1
Santa Fe;2019;70 a 74;Hombre;0
Santa Fe;2019;75 a 79;Hombre;0
Santa Fe;2019;80 y más;Hombre;0
Santa Fe;2019;Todos los grupos;Hombre;7
Santa Fe;2019;05 a 09;Mujer;0
Santa Fe;2019;10 a 14;Mujer;0
Santa Fe;2019;15 a 17;Mujer;1
Santa Fe;2019;18 a 19;Mujer;0
Santa Fe;2019;20 a 24;Mujer;0
Santa Fe;2019;25 a 29;Mujer;1
Santa Fe;2019;30 a 34;Mujer;0
Santa Fe;2019;35 a 39;Mujer;0
Santa Fe;2019;40 a 44;Mujer;0
Santa Fe;2019;45 a 49;Mujer;0
Santa Fe;2019;50 a 54;Mujer;0
Santa Fe;2019;55 a 59;Mujer;1
Santa Fe;2019;60 a 64;Mujer;0
Santa Fe;2019;65 a 69;Mujer;0
Santa Fe;2019;70 a 74;Mujer;0
Santa Fe;2019;75 a 79;Mujer;0
Santa Fe;2019;80 y más;Mujer;0
Santa Fe;2019;Todos los grupos;Mujer;3
San Cristóbal;2019;05 a 09;Hombre;0
San Cristóbal;2019;10 a 14;Hombre;1
San Cristóbal;2019;15 a 17;Hombre;0
San Cristóbal;2019;18 a 19;Hombre;0
San Cristóbal;2019;20 a 24;Hombre;6
San Cristóbal;2019;25 a 29;Hombre;3
San Cristóbal;2019;30 a 34;Hombre;0
San Cristóbal;2019;35 a 39;Hombre;1
San Cristóbal;2019;40 a 44;Hombre;2
San Cristóbal;2019;45 a 49;Hombre;0
San Cristóbal;2019;50 a 54;Hombre;1
San Cristóbal;2019;55 a 59;Hombre;1
San Cristóbal;2019;60 a 64;Hombre;1
San Cristóbal;2019;65 a 69;Hombre;0
San Cristóbal;2019;70 a 74;Hombre;0
San Cristóbal;2019;75 a 79;Hombre;1
San Cristóbal;2019;80 y más;Hombre;0
San Cristóbal;2019;Todos los grupos;Hombre;17
San Cristóbal;2019;05 a 09;Mujer;0
San Cristóbal;2019;10 a 14;Mujer;0
San Cristóbal;2019;15 a 17;Mujer;0
San Cristóbal;2019;18 a 19;Mujer;0
San Cristóbal;2019;20 a 24;Mujer;0
San Cristóbal;2019;25 a 29;Mujer;2
San Cristóbal;2019;30 a 34;Mujer;1
San Cristóbal;2019;35 a 39;Mujer;2
San Cristóbal;2019;40 a 44;Mujer;0
San Cristóbal;2019;45 a 49;Mujer;0
San Cristóbal;2019;50 a 54;Mujer;0
San Cristóbal;2019;55 a 59;Mujer;0
San Cristóbal;2019;60 a 64;Mujer;0
San Cristóbal;2019;65 a 69;Mujer;0
San Cristóbal;2019;70 a 74;Mujer;0
San Cristóbal;2019;75 a 79;Mujer;0
San Cristóbal;2019;80 y más;Mujer;0
San Cristóbal;2019;Todos los grupos;Mujer;5
Usme;2019;05 a 09;Hombre;0
Usme;2019;10 a 14;Hombre;0
Usme;2019;15 a 17;Hombre;0
Usme;2019;18 a 19;Hombre;1
Usme;2019;20 a 24;Hombre;1
Usme;2019;25 a 29;Hombre;1
Usme;2019;30 a 34;Hombre;0
Usme;2019;35 a 39;Hombre;0
Usme;2019;40 a 44;Hombre;1
Usme;2019;45 a 49;Hombre;1
Usme;2019;50 a 54;Hombre;1
Usme;2019;55 a 59;Hombre;3
Usme;2019;60 a 64;Hombre;0
Usme;2019;65 a 69;Hombre;0
Usme;2019;70 a 74;Hombre;0
Usme;2019;75 a 79;Hombre;2
Usme;2019;80 y más;Hombre;0
Usme;2019;Todos los grupos;Hombre;11
Usme;2019;05 a 09;Mujer;0
Usme;2019;10 a 14;Mujer;0
Usme;2019;15 a 17;Mujer;0
Usme;2019;18 a 19;Mujer;0
Usme;2019;20 a 24;Mujer;3
Usme;2019;25 a 29;Mujer;0
Usme;2019;30 a 34;Mujer;0
Usme;2019;35 a 39;Mujer;0
Usme;2019;40 a 44;Mujer;0
Usme;2019;45 a 49;Mujer;0
Usme;2019;50 a 54;Mujer;0
Usme;2019;55 a 59;Mujer;0
Usme;2019;60 a 64;Mujer;0
Usme;2019;65 a 69;Mujer;0
Usme;2019;70 a 74;Mujer;0
Usme;2019;75 a 79;Mujer;0
Usme;2019;80 y más;Mujer;0
Usme;2019;Todos los grupos;Mujer;3
Tunjuelito;2019;05 a 09;Hombre;0
Tunjuelito;2019;10 a 14;Hombre;1
Tunjuelito;2019;15 a 17;Hombre;0
Tunjuelito;2019;18 a 19;Hombre;1
Tunjuelito;2019;20 a 24;Hombre;2
Tunjuelito;2019;25 a 29;Hombre;0
Tunjuelito;2019;30 a 34;Hombre;2
Tunjuelito;2019;35 a 39;Hombre;1
Tunjuelito;2019;40 a 44;Hombre;0
Tunjuelito;2019;45 a 49;Hombre;1
Tunjuelito;2019;50 a 54;Hombre;3
Tunjuelito;2019;55 a 59;Hombre;0
Tunjuelito;2019;60 a 64;Hombre;0
Tunjuelito;2019;65 a 69;Hombre;1
Tunjuelito;2019;70 a 74;Hombre;0
Tunjuelito;2019;75 a 79;Hombre;0
Tunjuelito;2019;80 y más;Hombre;0
Tunjuelito;2019;Todos los grupos;Hombre;12
Tunjuelito;2019;05 a 09;Mujer;0
Tunjuelito;2019;10 a 14;Mujer;0
Tunjuelito;2019;15 a 17;Mujer;0
Tunjuelito;2019;18 a 19;Mujer;1
Tunjuelito;2019;20 a 24;Mujer;0
Tunjuelito;2019;25 a 29;Mujer;0
Tunjuelito;2019;30 a 34;Mujer;0
Tunjuelito;2019;35 a 39;Mujer;0
Tunjuelito;2019;40 a 44;Mujer;0
Tunjuelito;2019;45 a 49;Mujer;0
Tunjuelito;2019;50 a 54;Mujer;0
Tunjuelito;2019;55 a 59;Mujer;0
Tunjuelito;2019;60 a 64;Mujer;0
Tunjuelito;2019;65 a 69;Mujer;0
Tunjuelito;2019;70 a 74;Mujer;0
Tunjuelito;2019;75 a 79;Mujer;0
Tunjuelito;2019;80 y más;Mujer;0
Tunjuelito;2019;Todos los grupos;Mujer;1
Bosa;2019;05 a 09;Hombre;0
Bosa;2019;10 a 14;Hombre;2
Bosa;2019;15 a 17;Hombre;2
Bosa;2019;18 a 19;Hombre;2
Bosa;2019;20 a 24;Hombre;1
Bosa;2019;25 a 29;Hombre;6
Bosa;2019;30 a 34;Hombre;1
Bosa;2019;35 a 39;Hombre;3
Bosa;2019;40 a 44;Hombre;3
Bosa;2019;45 a 49;Hombre;2
Bosa;2019;50 a 54;Hombre;0
Bosa;2019;55 a 59;Hombre;3
Bosa;2019;60 a 64;Hombre;0
Bosa;2019;65 a 69;Hombre;0
Bosa;2019;70 a 74;Hombre;0
Bosa;2019;75 a 79;Hombre;0
Bosa;2019;80 y más;Hombre;0
Bosa;2019;Todos los grupos;Hombre;25
Bosa;2019;05 a 09;Mujer;0
Bosa;2019;10 a 14;Mujer;0
Bosa;2019;15 a 17;Mujer;0
Bosa;2019;18 a 19;Mujer;1
Bosa;2019;20 a 24;Mujer;1
Bosa;2019;25 a 29;Mujer;0
Bosa;2019;30 a 34;Mujer;3
Bosa;2019;35 a 39;Mujer;1
Bosa;2019;40 a 44;Mujer;0
Bosa;2019;45 a 49;Mujer;0
Bosa;2019;50 a 54;Mujer;0
Bosa;2019;55 a 59;Mujer;0
Bosa;2019;60 a 64;Mujer;0
Bosa;2019;65 a 69;Mujer;0
Bosa;2019;70 a 74;Mujer;0
Bosa;2019;75 a 79;Mujer;0
Bosa;2019;80 y más;Mujer;0
Bosa;2019;Todos los grupos;Mujer;6
Kennedy;2019;05 a 09;Hombre;0
Kennedy;2019;10 a 14;Hombre;0
Kennedy;2019;15 a 17;Hombre;4
Kennedy;2019;18 a 19;Hombre;1
Kennedy;2019;20 a 24;Hombre;4
Kennedy;2019;25 a 29;Hombre;9
Kennedy;2019;30 a 34;Hombre;1
Kennedy;2019;35 a 39;Hombre;1
Kennedy;2019;40 a 44;Hombre;6
Kennedy;2019;45 a 49;Hombre;0
Kennedy;2019;50 a 54;Hombre;2
Kennedy;2019;55 a 59;Hombre;2
Kennedy;2019;60 a 64;Hombre;1
Kennedy;2019;65 a 69;Hombre;1
Kennedy;2019;70 a 74;Hombre;0
Kennedy;2019;75 a 79;Hombre;0
Kennedy;2019;80 y más;Hombre;1
Kennedy;2019;Todos los grupos;Hombre;33
Kennedy;2019;05 a 09;Mujer;0
Kennedy;2019;10 a 14;Mujer;1
Kennedy;2019;15 a 17;Mujer;2
Kennedy;2019;18 a 19;Mujer;0
Kennedy;2019;20 a 24;Mujer;1
Kennedy;2019;25 a 29;Mujer;5
Kennedy;2019;30 a 34;Mujer;0
Kennedy;2019;35 a 39;Mujer;0
Kennedy;2019;40 a 44;Mujer;0
Kennedy;2019;45 a 49;Mujer;0
Kennedy;2019;50 a 54;Mujer;0
Kennedy;2019;55 a 59;Mujer;0
Kennedy;2019;60 a 64;Mujer;2
Kennedy;2019;65 a 69;Mujer;0
Kennedy;2019;70 a 74;Mujer;1
Kennedy;2019;75 a 79;Mujer;0
Kennedy;2019;80 y más;Mujer;0
Kennedy;2019;Todos los grupos;Mujer;12
Fontibón;2019;05 a 09;Hombre;0
Fontibón;2019;10 a 14;Hombre;0
Fontibón;2019;15 a 17;Hombre;0
Fontibón;2019;18 a 19;Hombre;0
Fontibón;2019;20 a 24;Hombre;1
Fontibón;2019;25 a 29;Hombre;1
Fontibón;2019;30 a 34;Hombre;2
Fontibón;2019;35 a 39;Hombre;2
Fontibón;2019;40 a 44;Hombre;2
Fontibón;2019;45 a 49;Hombre;1
Fontibón;2019;50 a 54;Hombre;3
Fontibón;2019;55 a 59;Hombre;0
Fontibón;2019;60 a 64;Hombre;2
Fontibón;2019;65 a 69;Hombre;0
Fontibón;2019;70 a 74;Hombre;0
Fontibón;2019;75 a 79;Hombre;0
Fontibón;2019;80 y más;Hombre;1
Fontibón;2019;Todos los grupos;Hombre;15
Fontibón;2019;05 a 09;Mujer;0
Fontibón;2019;10 a 14;Mujer;0
Fontibón;2019;15 a 17;Mujer;0
Fontibón;2019;18 a 19;Mujer;0
Fontibón;2019;20 a 24;Mujer;0
Fontibón;2019;25 a 29;Mujer;0
Fontibón;2019;30 a 34;Mujer;1
Fontibón;2019;35 a 39;Mujer;0
Fontibón;2019;40 a 44;Mujer;0
Fontibón;2019;45 a 49;Mujer;0
Fontibón;2019;50 a 54;Mujer;0
Fontibón;2019;55 a 59;Mujer;0
Fontibón;2019;60 a 64;Mujer;0
Fontibón;2019;65 a 69;Mujer;0
Fontibón;2019;70 a 74;Mujer;0
Fontibón;2019;75 a 79;Mujer;0
Fontibón;2019;80 y más;Mujer;0
Fontibón;2019;Todos los grupos;Mujer;1
Engativá;2019;05 a 09;Hombre;0
Engativá;2019;10 a 14;Hombre;1
Engativá;2019;15 a 17;Hombre;0
Engativá;2019;18 a 19;Hombre;1
Engativá;2019;20 a 24;Hombre;4
Engativá;2019;25 a 29;Hombre;1
Engativá;2019;30 a 34;Hombre;4
Engativá;2019;35 a 39;Hombre;2
Engativá;2019;40 a 44;Hombre;5
Engativá;2019;45 a 49;Hombre;1
Engativá;2019;50 a 54;Hombre;1
Engativá;2019;55 a 59;Hombre;0
