localidad;year;grupo_de_edad;sexo;casos;grupo_etario;poblacion;tasa_por_100000
teusaquillo;2018;35 a 39;Hombre;0;Adulto;;
teusaquillo;2018;40 a 44;Hombre;0;Adulto;;
teusaquillo;2018;45 a 49;Hombre;2;Adulto;;
teusaquillo;2018;50 a 54;Hombre;1;Adulto;;
teusaquillo;2018;55 a 59;Hombre;1;Adulto;;
teusaquillo;2018;60 a 64;Hombre;0;Adulto Mayor;;
teusaquillo;2018;65 a 69;Hombre;0;Adulto Mayor;;
teusaquillo;2018;70 a 74;Hombre;0;Adulto Mayor;;
teusaquillo;2018;75 a 79;Hombre;0;Adulto Mayor;;
teusaquillo;2018;80 y más;Hombre;1;Adulto Mayor;;
teusaquillo;2018;Todos los grupos;Hombre;10;;66681.0;14.996775693225956
teusaquillo;2018;05 a 09;Mujer;0;Niño;;
teusaquillo;2018;10 a 14;Mujer;0;Niño;;
teusaquillo;2018;15 a 17;Mujer;0;Joven;;
teusaquillo;2018;18 a 19;Mujer;0;Joven;;
teusaquillo;2018;20 a 24;Mujer;0;Joven;;
teusaquillo;2018;25 a 29;Mujer;0;Adulto;;
teusaquillo;2018;30 a 34;Mujer;0;Adulto;;
teusaquillo;2018;35 a 39;Mujer;0;Adulto;;
teusaquillo;2018;40 a 44;Mujer;0;Adulto;;
teusaquillo;2018;45 a 49;Mujer;0;Adulto;;
teusaquillo;2018;50 a 54;Mujer;1;Adulto;;
teusaquillo;2018;55 a 59;Mujer;0;Adulto;;
teusaquillo;2018;60 a 64;Mujer;0;Adulto Mayor;;
teusaquillo;2018;65 a 69;Mujer;0;Adulto Mayor;;
teusaquillo;2018;70 a 74;Mujer;0;Adulto Mayor;;
teusaquillo;2018;75 a 79;Mujer;0;Adulto Mayor;;
teusaquillo;2018;80 y más;Mujer;0;Adulto Mayor;;
teusaquillo;2018;Todos los grupos;Mujer;1;;73454.0;1.3613962479919404
barrios unidos;2018;05 a 09;Hombre;0;Niño;;
barrios unidos;2018;10 a 14;Hombre;0;Niño;;
barrios unidos;2018;15 a 17;Hombre;0;Joven;;
barrios unidos;2018;18 a 19;Hombre;0;Joven;;
barrios unidos;2018;20 a 24;Hombre;2;Joven;;
barrios unidos;2018;25 a 29;Hombre;0;Adulto;;
barrios unidos;2018;30 a 34;Hombre;1;Adulto;;
barrios unidos;2018;35 a 39;Hombre;1;Adulto;;
barrios unidos;2018;40 a 44;Hombre;0;Adulto;;
barrios unidos;2018;45 a 49;Hombre;0;Adulto;;
barrios unidos;2018;50 a 54;Hombre;0;Adulto;;
barrios unidos;2018;55 a 59;Hombre;0;Adulto;;
barrios unidos;2018;60 a 64;Hombre;0;Adulto Mayor;;
barrios unidos;2018;65 a 69;Hombre;0;Adulto Mayor;;
barrios unidos;2018;70 a 74;Hombre;0;Adulto Mayor;;
barrios unidos;2018;75 a 79;Hombre;0;Adulto Mayor;;
barrios unidos;2018;80 y más;Hombre;0;Adulto Mayor;;
barrios unidos;2018;Todos los grupos;Hombre;4;;136457.0;2.9313263518910717
barrios unidos;2018;05 a 09;Mujer;0;Niño;;
barrios unidos;2018;10 a 14;Mujer;0;Niño;;
barrios unidos;2018;15 a 17;Mujer;0;Joven;;
barrios unidos;2018;18 a 19;Mujer;0;Joven;;
barrios unidos;2018;20 a 24;Mujer;0;Joven;;
barrios unidos;2018;25 a 29;Mujer;0;Adulto;;
barrios unidos;2018;30 a 34;Mujer;0;Adulto;;
barrios unidos;2018;35 a 39;Mujer;0;Adulto;;
barrios unidos;2018;40 a 44;Mujer;0;Adulto;;
barrios unidos;2018;45 a 49;Mujer;0;Adulto;;
barrios unidos;2018;50 a 54;Mujer;0;Adulto;;
barrios unidos;2018;55 a 59;Mujer;0;Adulto;;
barrios unidos;2018;60 a 64;Mujer;0;Adulto Mayor;;
barrios unidos;2018;65 a 69;Mujer;0;Adulto Mayor;;
barrios unidos;2018;70 a 74;Mujer;0;Adulto Mayor;;
barrios unidos;2018;75 a 79;Mujer;0;Adulto Mayor;;
barrios unidos;2018;80 y más;Mujer;0;Adulto Mayor;;
barrios unidos;2018;Todos los grupos;Mujer;0;;133823.0;0.0
los martires;2018;05 a 09;Hombre;0;Niño;;
los martires;2018;10 a 14;Hombre;1;Niño;;
los martires;2018;15 a 17;Hombre;1;Joven;;
los martires;2018;18 a 19;Hombre;0;Joven;;
los martires;2018;20 a 24;Hombre;1;Joven;;
los martires;2018;25 a 29;Hombre;0;Adulto;;
los martires;2018;30 a 34;Hombre;0;Adulto;;
los martires;2018;35 a 39;Hombre;0;Adulto;;
los martires;2018;40 a 44;Hombre;1;Adulto;;
los martires;2018;45 a 49;Hombre;0;Adulto;;
los martires;2018;50 a 54;Hombre;0;Adulto;;
los martires;2018;55 a 59;Hombre;0;Adulto;;
los martires;2018;60 a 64;Hombre;1;Adulto Mayor;;
los martires;2018;65 a 69;Hombre;0;Adulto Mayor;;
los martires;2018;70 a 74;Hombre;1;Adulto Mayor;;
los martires;2018;75 a 79;Hombre;0;Adulto Mayor;;
los martires;2018;80 y más;Hombre;0;Adulto Mayor;;
los martires;2018;Todos los grupos;Hombre;6;;47347.0;12.672397406382665
los martires;2018;05 a 09;Mujer;0;Niño;;
los martires;2018;10 a 14;Mujer;0;Niño;;
los martires;2018;15 a 17;Mujer;0;Joven;;
los martires;2018;18 a 19;Mujer;0;Joven;;
los martires;2018;20 a 24;Mujer;0;Joven;;
los martires;2018;25 a 29;Mujer;0;Adulto;;
los martires;2018;30 a 34;Mujer;0;Adulto;;
los martires;2018;35 a 39;Mujer;0;Adulto;;
los martires;2018;40 a 44;Mujer;0;Adulto;;
los martires;2018;45 a 49;Mujer;0;Adulto;;
los martires;2018;50 a 54;Mujer;0;Adulto;;
los martires;2018;55 a 59;Mujer;0;Adulto;;
los martires;2018;60 a 64;Mujer;0;Adulto Mayor;;
los martires;2018;65 a 69;Mujer;0;Adulto Mayor;;
los martires;2018;70 a 74;Mujer;0;Adulto Mayor;;
los martires;2018;75 a 79;Mujer;0;Adulto Mayor;;
los martires;2018;80 y más;Mujer;0;Adulto Mayor;;
los martires;2018;Todos los grupos;Mujer;0;;45901.0;0.0
antonio narino;2018;05 a 09;Hombre;0;Niño;;
antonio narino;2018;10 a 14;Hombre;0;Niño;;
antonio narino;2018;15 a 17;Hombre;1;Joven;;
antonio narino;2018;18 a 19;Hombre;0;Joven;;
antonio narino;2018;20 a 24;Hombre;0;Joven;;
antonio narino;2018;25 a 29;Hombre;1;Adulto;;
antonio narino;2018;30 a 34;Hombre;0;Adulto;;
antonio narino;2018;35 a 39;Hombre;0;Adulto;;
antonio narino;2018;40 a 44;Hombre;0;Adulto;;
antonio narino;2018;45 a 49;Hombre;0;Adulto;;
antonio narino;2018;50 a 54;Hombre;1;Adulto;;
antonio narino;2018;55 a 59;Hombre;0;Adulto;;
antonio narino;2018;60 a 64;Hombre;0;Adulto Mayor;;
antonio narino;2018;65 a 69;Hombre;0;Adulto Mayor;;
antonio narino;2018;70 a 74;Hombre;0;Adulto Mayor;;
antonio narino;2018;75 a 79;Hombre;0;Adulto Mayor;;
antonio narino;2018;80 y más;Hombre;0;Adulto Mayor;;
antonio narino;2018;Todos los grupos;Hombre;3;;53772.0;5.57911180540058
antonio narino;2018;05 a 09;Mujer;0;Niño;;
antonio narino;2018;10 a 14;Mujer;0;Niño;;
antonio narino;2018;15 a 17;Mujer;0;Joven;;
antonio narino;2018;18 a 19;Mujer;0;Joven;;
antonio narino;2018;20 a 24;Mujer;0;Joven;;
antonio narino;2018;25 a 29;Mujer;0;Adulto;;
antonio narino;2018;30 a 34;Mujer;0;Adulto;;
antonio narino;2018;35 a 39;Mujer;0;Adulto;;
antonio narino;2018;40 a 44;Mujer;0;Adulto;;
antonio narino;2018;45 a 49;Mujer;0;Adulto;;
antonio narino;2018;50 a 54;Mujer;0;Adulto;;
antonio narino;2018;55 a 59;Mujer;0;Adulto;;
antonio narino;2018;60 a 64;Mujer;0;Adulto Mayor;;
antonio narino;2018;65 a 69;Mujer;0;Adulto Mayor;;
antonio narino;2018;70 a 74;Mujer;0;Adulto Mayor;;
antonio narino;2018;75 a 79;Mujer;0;Adulto Mayor;;
antonio narino;2018;80 y más;Mujer;0;Adulto Mayor;;
antonio narino;2018;Todos los grupos;Mujer;0;;55427.0;0.0
puente aranda;2018;05 a 09;Hombre;0;Niño;;
puente aranda;2018;10 a 14;Hombre;0;Niño;;
puente aranda;2018;15 a 17;Hombre;1;Joven;;
puente aranda;2018;18 a 19;Hombre;0;Joven;;
puente aranda;2018;20 a 24;Hombre;2;Joven;;
puente aranda;2018;25 a 29;Hombre;0;Adulto;;
puente aranda;2018;30 a 34;Hombre;0;Adulto;;
puente aranda;2018;35 a 39;Hombre;1;Adulto;;
puente aranda;2018;40 a 44;Hombre;0;Adulto;;
puente aranda;2018;45 a 49;Hombre;0;Adulto;;
puente aranda;2018;50 a 54;Hombre;4;Adulto;;
puente aranda;2018;55 a 59;Hombre;0;Adulto;;
puente aranda;2018;60 a 64;Hombre;0;Adulto Mayor;;
puente aranda;2018;65 a 69;Hombre;0;Adulto Mayor;;
puente aranda;2018;70 a 74;Hombre;0;Adulto Mayor;;
puente aranda;2018;75 a 79;Hombre;1;Adulto Mayor;;
puente aranda;2018;80 y más;Hombre;0;Adulto Mayor;;
puente aranda;2018;Todos los grupos;Hombre;9;;109029.0;8.254684533472746
puente aranda;2018;05 a 09;Mujer;0;Niño;;
puente aranda;2018;10 a 14;Mujer;0;Niño;;
puente aranda;2018;15 a 17;Mujer;0;Joven;;
puente aranda;2018;18 a 19;Mujer;0;Joven;;
puente aranda;2018;20 a 24;Mujer;1;Joven;;
puente aranda;2018;25 a 29;Mujer;0;Adulto;;
puente aranda;2018;30 a 34;Mujer;0;Adulto;;
puente aranda;2018;35 a 39;Mujer;0;Adulto;;
puente aranda;2018;40 a 44;Mujer;0;Adulto;;
puente aranda;2018;45 a 49;Mujer;0;Adulto;;
puente aranda;2018;50 a 54;Mujer;0;Adulto;;
puente aranda;2018;55 a 59;Mujer;0;Adulto;;
puente aranda;2018;60 a 64;Mujer;0;Adulto Mayor;;
puente aranda;2018;65 a 69;Mujer;0;Adulto Mayor;;
puente aranda;2018;70 a 74;Mujer;0;Adulto Mayor;;
puente aranda;2018;75 a 79;Mujer;0;Adulto Mayor;;
puente aranda;2018;80 y más;Mujer;0;Adulto Mayor;;
puente aranda;2018;Todos los grupos;Mujer;1;;109526.0;0.9130252177565145
la candelaria;2018;05 a 09;Hombre;0;Niño;;
la candelaria;2018;10 a 14;Hombre;0;Niño;;
la candelaria;2018;15 a 17;Hombre;0;Joven;;
la candelaria;2018;18 a 19;Hombre;0;Joven;;
la candelaria;2018;20 a 24;Hombre;0;Joven;;
la candelaria;2018;25 a 29;Hombre;0;Adulto;;
la candelaria;2018;30 a 34;Hombre;0;Adulto;;
la candelaria;2018;35 a 39;Hombre;0;Adulto;;
la candelaria;2018;40 a 44;Hombre;0;Adulto;;
la candelaria;2018;45 a 49;Hombre;0;Adulto;;
la candelaria;2018;50 a 54;Hombre;0;Adulto;;
la candelaria;2018;55 a 59;Hombre;0;Adulto;;
la candelaria;2018;60 a 64;Hombre;0;Adulto Mayor;;
la candelaria;2018;65 a 69;Hombre;0;Adulto Mayor;;
la candelaria;2018;70 a 74;Hombre;0;Adulto Mayor;;
la candelaria;2018;75 a 79;Hombre;0;Adulto Mayor;;
la candelaria;2018;80 y más;Hombre;0;Adulto Mayor;;
la candelaria;2018;Todos los grupos;Hombre;0;;11973.0;0.0
la candelaria;2018;05 a 09;Mujer;0;Niño;;
la candelaria;2018;10 a 14;Mujer;1;Niño;;
la candelaria;2018;15 a 17;Mujer;0;Joven;;
la candelaria;2018;18 a 19;Mujer;0;Joven;;
la candelaria;2018;20 a 24;Mujer;0;Joven;;
la candelaria;2018;25 a 29;Mujer;0;Adulto;;
la candelaria;2018;30 a 34;Mujer;1;Adulto;;
la candelaria;2018;35 a 39;Mujer;0;Adulto;;
la candelaria;2018;40 a 44;Mujer;0;Adulto;;
la candelaria;2018;45 a 49;Mujer;0;Adulto;;
la candelaria;2018;50 a 54;Mujer;0;Adulto;;
la candelaria;2018;55 a 59;Mujer;0;Adulto;;
la candelaria;2018;60 a 64;Mujer;0;Adulto Mayor;;
la candelaria;2018;65 a 69;Mujer;0;Adulto Mayor;;
la candelaria;2018;70 a 74;Mujer;0;Adulto Mayor;;
la candelaria;2018;75 a 79;Mujer;0;Adulto Mayor;;
la candelaria;2018;80 y más;Mujer;0;Adulto Mayor;;
la candelaria;2018;Todos los grupos;Mujer;2;;10270.0;19.474196689386563
rafael uribe uribe;2018;05 a 09;Hombre;0;Niño;;
rafael uribe uribe;2018;10 a 14;Hombre;0;Niño;;
rafael uribe uribe;2018;15 a 17;Hombre;0;Joven;;
rafael uribe uribe;2018;18 a 19;Hombre;1;Joven;;
rafael uribe uribe;2018;20 a 24;Hombre;2;Joven;;
rafael uribe uribe;2018;25 a 29;Hombre;1;Adulto;;
rafael uribe uribe;2018;30 a 34;Hombre;0;Adulto;;
rafael uribe uribe;2018;35 a 39;Hombre;3;Adulto;;
rafael uribe uribe;2018;40 a 44;Hombre;2;Adulto;;
rafael uribe uribe;2018;45 a 49;Hombre;1;Adulto;;
rafael uribe uribe;2018;50 a 54;Hombre;2;Adulto;;
rafael uribe uribe;2018;55 a 59;Hombre;1;Adulto;;
rafael uribe uribe;2018;60 a 64;Hombre;0;Adulto Mayor;;
rafael uribe uribe;2018;65 a 69;Hombre;0;Adulto Mayor;;
rafael uribe uribe;2018;70 a 74;Hombre;0;Adulto Mayor;;
rafael uribe uribe;2018;75 a 79;Hombre;0;Adulto Mayor;;
rafael uribe uribe;2018;80 y más;Hombre;0;Adulto Mayor;;
rafael uribe uribe;2018;Todos los grupos;Hombre;13;;170270.0;7.634932753861514
rafael uribe uribe;2018;05 a 09;Mujer;0;Niño;;
rafael uribe uribe;2018;10 a 14;Mujer;0;Niño;;
rafael uribe uribe;2018;15 a 17;Mujer;1;Joven;;
rafael uribe uribe;2018;18 a 19;Mujer;0;Joven;;
rafael uribe uribe;2018;20 a 24;Mujer;2;Joven;;
rafael uribe uribe;2018;25 a 29;Mujer;1;Adulto;;
rafael uribe uribe;2018;30 a 34;Mujer;0;Adulto;;
rafael uribe uribe;2018;35 a 39;Mujer;0;Adulto;;
rafael uribe uribe;2018;40 a 44;Mujer;0;Adulto;;
rafael uribe uribe;2018;45 a 49;Mujer;0;Adulto;;
rafael uribe uribe;2018;50 a 54;Mujer;0;Adulto;;
rafael uribe uribe;2018;55 a 59;Mujer;1;Adulto;;
rafael uribe uribe;2018;60 a 64;Mujer;0;Adulto Mayor;;
rafael uribe uribe;2018;65 a 69;Mujer;0;Adulto Mayor;;
rafael uribe uribe;2018;70 a 74;Mujer;0;Adulto Mayor;;
rafael uribe uribe;2018;75 a 79;Mujer;0;Adulto Mayor;;
rafael uribe uribe;2018;80 y más;Mujer;0;Adulto Mayor;;
rafael uribe uribe;2018;Todos los grupos;Mujer;5;;177753.0;2.812892046829027
ciudad bolivar;2018;05 a 09;Hombre;0;Niño;;
ciudad bolivar;2018;10 a 14;Hombre;2;Niño;;
ciudad bolivar;2018;15 a 17;Hombre;1;Joven;;
ciudad bolivar;2018;18 a 19;Hombre;1;Joven;;
ciudad bolivar;2018;20 a 24;Hombre;5;Joven;;
ciudad bolivar;2018;25 a 29;Hombre;6;Adulto;;
ciudad bolivar;2018;30 a 34;Hombre;1;Adulto;;
ciudad bolivar;2018;35 a 39;Hombre;2;Adulto;;
ciudad bolivar;2018;40 a 44;Hombre;0;Adulto;;
ciudad bolivar;2018;45 a 49;Hombre;7;Adulto;;
ciudad bolivar;2018;50 a 54;Hombre;1;Adulto;;
ciudad bolivar;2018;55 a 59;Hombre;4;Adulto;;
ciudad bolivar;2018;60 a 64;Hombre;1;Adulto Mayor;;
ciudad bolivar;2018;65 a 69;Hombre;0;Adulto Mayor;;
ciudad bolivar;2018;70 a 74;Hombre;1;Adulto Mayor;;
ciudad bolivar;2018;75 a 79;Hombre;0;Adulto Mayor;;
ciudad bolivar;2018;80 y más;Hombre;0;Adulto Mayor;;
ciudad bolivar;2018;Todos los grupos;Hombre;32;;364946.0;8.768420533448785
ciudad bolivar;2018;05 a 09;Mujer;0;Niño;;
ciudad bolivar;2018;10 a 14;Mujer;0;Niño;;
ciudad bolivar;2018;15 a 17;Mujer;1;Joven;;
ciudad bolivar;2018;18 a 19;Mujer;0;Joven;;
ciudad bolivar;2018;20 a 24;Mujer;3;Joven;;
ciudad bolivar;2018;25 a 29;Mujer;0;Adulto;;
ciudad bolivar;2018;30 a 34;Mujer;0;Adulto;;
ciudad bolivar;2018;35 a 39;Mujer;1;Adulto;;
ciudad bolivar;2018;40 a 44;Mujer;0;Adulto;;
ciudad bolivar;2018;45 a 49;Mujer;0;Adulto;;
ciudad bolivar;2018;50 a 54;Mujer;0;Adulto;;
ciudad bolivar;2018;55 a 59;Mujer;0;Adulto;;
ciudad bolivar;2018;60 a 64;Mujer;0;Adulto Mayor;;
ciudad bolivar;2018;65 a 69;Mujer;0;Adulto Mayor;;
ciudad bolivar;2018;70 a 74;Mujer;0;Adulto Mayor;;
ciudad bolivar;2018;75 a 79;Mujer;0;Adulto Mayor;;
ciudad bolivar;2018;80 y más;Mujer;0;Adulto Mayor;;
ciudad bolivar;2018;Todos los grupos;Mujer;5;;383066.0;1.3052581017370375
sumapaz;2018;05 a 09;Hombre;0;Niño;;
sumapaz;2018;10 a 14;Hombre;0;Niño;;
sumapaz;2018;15 a 17;Hombre;0;Joven;;
sumapaz;2018;18 a 19;Hombre;0;Joven;;
sumapaz;2018;20 a 24;Hombre;0;Joven;;
sumapaz;2018;25 a 29;Hombre;0;Adulto;;
sumapaz;2018;30 a 34;Hombre;0;Adulto;;
sumapaz;2018;35 a 39;Hombre;0;Adulto;;
sumapaz;2018;40 a 44;Hombre;0;Adulto;;
sumapaz;2018;45 a 49;Hombre;0;Adulto;;
sumapaz;2018;50 a 54;Hombre;0;Adulto;;
sumapaz;2018;55 a 59;Hombre;0;Adulto;;
sumapaz;2018;60 a 64;Hombre;0;Adulto Mayor;;
sumapaz;2018;65 a 69;Hombre;0;Adulto Mayor;;
sumapaz;2018;70 a 74;Hombre;0;Adulto Mayor;;
sumapaz;2018;75 a 79;Hombre;0;Adulto Mayor;;
sumapaz;2018;80 y más;Hombre;0;Adulto Mayor;;
sumapaz;2018;Todos los grupos;Hombre;0;;3878.0;0.0
sumapaz;2018;05 a 09;Mujer;0;Niño;;
sumapaz;2018;10 a 14;Mujer;0;Niño;;
sumapaz;2018;15 a 17;Mujer;0;Joven;;
sumapaz;2018;18 a 19;Mujer;0;Joven;;
sumapaz;2018;20 a 24;Mujer;0;Joven;;
sumapaz;2018;25 a 29;Mujer;0;Adulto;;
sumapaz;2018;30 a 34;Mujer;0;Adulto;;
sumapaz;2018;35 a 39;Mujer;0;Adulto;;
sumapaz;2018;40 a 44;Mujer;0;Adulto;;
sumapaz;2018;45 a 49;Mujer;0;Adulto;;
sumapaz;2018;50 a 54;Mujer;0;Adulto;;
sumapaz;2018;55 a 59;Mujer;0;Adulto;;
sumapaz;2018;60 a 64;Mujer;0;Adulto Mayor;;
sumapaz;2018;65 a 69;Mujer;0;Adulto Mayor;;
sumapaz;2018;70 a 74;Mujer;0;Adulto Mayor;;
sumapaz;2018;75 a 79;Mujer;0;Adulto Mayor;;
sumapaz;2018;80 y más;Mujer;0;Adulto Mayor;;
sumapaz;2018;Todos los grupos;Mujer;0;;3706.0;0.0
distrito;2018;05 a 09;Hombre;0;Niño;;
distrito;2018;10 a 14;Hombre;7;Niño;;
distrito;2018;15 a 17;Hombre;15;Joven;;
distrito;2018;18 a 19;Hombre;10;Joven;;
distrito;2018;20 a 24;Hombre;41;Joven;;
distrito;2018;25 a 29;Hombre;49;Adulto;;
distrito;2018;30 a 34;Hombre;29;Adulto;;
distrito;2018;35 a 39;Hombre;27;Adulto;;
distrito;2018;40 a 44;Hombre;17;Adulto;;
distrito;2018;45 a 49;Hombre;27;Adulto;;
distrito;2018;50 a 54;Hombre;25;Adulto;;
distrito;2018;55 a 59;Hombre;21;Adulto;;
distrito;2018;60 a 64;Hombre;11;Adulto Mayor;;
distrito;2018;65 a 69;Hombre;7;Adulto Mayor;;
distrito;2018;70 a 74;Hombre;12;Adulto Mayor;;
distrito;2018;75 a 79;Hombre;6;Adulto Mayor;;
distrito;2018;80 y más;Hombre;4;Adulto Mayor;;
distrito;2018;Todos los grupos;Hombre;308;;3963849.0;7.770225354194874
distrito;2018;05 a 09;Mujer;0;Niño;;
distrito;2018;10 a 14;Mujer;7;Niño;;
distrito;2018;15 a 17;Mujer;7;Joven;;
distrito;2018;18 a 19;Mujer;5;Joven;;
distrito;2018;20 a 24;Mujer;11;Joven;;
distrito;2018;25 a 29;Mujer;14;Adulto;;
distrito;2018;30 a 34;Mujer;5;Adulto;;
distrito;2018;35 a 39;Mujer;8;Adulto;;
distrito;2018;40 a 44;Mujer;3;Adulto;;
distrito;2018;45 a 49;Mujer;3;Adulto;;
distrito;2018;50 a 54;Mujer;4;Adulto;;
distrito;2018;55 a 59;Mujer;9;Adulto;;
distrito;2018;60 a 64;Mujer;2;Adulto Mayor;;
distrito;2018;65 a 69;Mujer;1;Adulto Mayor;;
distrito;2018;70 a 74;Mujer;0;Adulto Mayor;;
distrito;2018;75 a 79;Mujer;0;Adulto Mayor;;
distrito;2018;80 y más;Mujer;0;Adulto Mayor;;
distrito;2018;Todos los grupos;Mujer;79;;4217198.0;1.8732817382536937
usaquen;2019;05 a 09;Hombre;0;Niño;;
usaquen;2019;10 a 14;Hombre;1;Niño;;
usaquen;2019;15 a 17;Hombre;1;Joven;;
usaquen;2019;18 a 19;Hombre;5;Joven;;
usaquen;2019;20 a 24;Hombre;5;Joven;;
usaquen;2019;25 a 29;Hombre;2;Adulto;;
usaquen;2019;30 a 34;Hombre;4;Adulto;;
usaquen;2019;35 a 39;Hombre;1;Adulto;;
usaquen;2019;40 a 44;Hombre;2;Adulto;;
usaquen;2019;45 a 49;Hombre;1;Adulto;;
usaquen;2019;50 a 54;Hombre;2;Adulto;;
usaquen;2019;55 a 59;Hombre;2;Adulto;;
usaquen;2019;60 a 64;Hombre;0;Adulto Mayor;;
usaquen;2019;65 a 69;Hombre;1;Adulto Mayor;;
usaquen;2019;70 a 74;Hombre;2;Adulto Mayor;;
usaquen;2019;75 a 79;Hombre;0;Adulto Mayor;;
usaquen;2019;80 y más;Hombre;0;Adulto Mayor;;
usaquen;2019;Todos los grupos;Hombre;29;;221576.0;13.088060078708885
usaquen;2019;05 a 09;Mujer;0;Niño;;
usaquen;2019;10 a 14;Mujer;2;Niño;;
usaquen;2019;15 a 17;Mujer;0;Joven;;
usaquen;2019;18 a 19;Mujer;2;Joven;;
usaquen;2019;20 a 24;Mujer;0;Joven;;
usaquen;2019;25 a 29;Mujer;2;Adulto;;
usaquen;2019;30 a 34;Mujer;1;Adulto;;
usaquen;2019;35 a 39;Mujer;1;Adulto;;
usaquen;2019;40 a 44;Mujer;2;Adulto;;
usaquen;2019;45 a 49;Mujer;0;Adulto;;
usaquen;2019;50 a 54;Mujer;1;Adulto;;
usaquen;2019;55 a 59;Mujer;0;Adulto;;
usaquen;2019;60 a 64;Mujer;0;Adulto Mayor;;
usaquen;2019;65 a 69;Mujer;1;Adulto Mayor;;
usaquen;2019;70 a 74;Mujer;1;Adulto Mayor;;
usaquen;2019;75 a 79;Mujer;0;Adulto Mayor;;
usaquen;2019;80 y más;Mujer;1;Adulto Mayor;;
usaquen;2019;Todos los grupos;Mujer;14;;254608.0;5.498648903412304
chapinero;2019;05 a 09;Hombre;0;Niño;;
chapinero;2019;10 a 14;Hombre;0;Niño;;
chapinero;2019;15 a 17;Hombre;0;Joven;;
chapinero;2019;18 a 19;Hombre;1;Joven;;
chapinero;2019;20 a 24;Hombre;1;Joven;;
chapinero;2019;25 a 29;Hombre;1;Adulto;;
chapinero;2019;30 a 34;Hombre;3;Adulto;;
chapinero;2019;35 a 39;Hombre;3;Adulto;;
chapinero;2019;40 a 44;Hombre;3;Adulto;;
chapinero;2019;45 a 49;Hombre;0;Adulto;;
chapinero;2019;50 a 54;Hombre;4;Adulto;;
chapinero;2019;55 a 59;Hombre;1;Adulto;;
chapinero;2019;60 a 64;Hombre;0;Adulto Mayor;;
chapinero;2019;65 a 69;Hombre;1;Adulto Mayor;;
chapinero;2019;70 a 74;Hombre;1;Adulto Mayor;;
chapinero;2019;75 a 79;Hombre;1;Adulto Mayor;;
chapinero;2019;80 y más;Hombre;0;Adulto Mayor;;
chapinero;2019;Todos los grupos;Hombre;20;;60592.0;33.00765777660417
chapinero;2019;05 a 09;Mujer;0;Niño;;
chapinero;2019;10 a 14;Mujer;0;Niño;;
chapinero;2019;15 a 17;Mujer;0;Joven;;
chapinero;2019;18 a 19;Mujer;0;Joven;;
chapinero;2019;20 a 24;Mujer;0;Joven;;
chapinero;2019;25 a 29;Mujer;1;Adulto;;
chapinero;2019;30 a 34;Mujer;0;Adulto;;
chapinero;2019;35 a 39;Mujer;1;Adulto;;
chapinero;2019;40 a 44;Mujer;3;Adulto;;
chapinero;2019;45 a 49;Mujer;0;Adulto;;
chapinero;2019;50 a 54;Mujer;0;Adulto;;
chapinero;2019;55 a 59;Mujer;0;Adulto;;
chapinero;2019;60 a 64;Mujer;0;Adulto Mayor;;
chapinero;2019;65 a 69;Mujer;0;Adulto Mayor;;
chapinero;2019;70 a 74;Mujer;0;Adulto Mayor;;
chapinero;2019;75 a 79;Mujer;0;Adulto Mayor;;
chapinero;2019;80 y más;Mujer;0;Adulto Mayor;;
chapinero;2019;Todos los grupos;Mujer;5;;65158.0;7.6736548083121034
santa fe;2019;05 a 09;Hombre;0;Niño;;
santa fe;2019;10 a 14;Hombre;0;Niño;;
santa fe;2019;15 a 17;Hombre;0;Joven;;
santa fe;2019;18 a 19;Hombre;0;Joven;;
santa fe;2019;20 a 24;Hombre;2;Joven;;
santa fe;2019;25 a 29;Hombre;2;Adulto;;
santa fe;2019;30 a 34;Hombre;1;Adulto;;
santa fe;2019;35 a 39;Hombre;0;Adulto;;
santa fe;2019;40 a 44;Hombre;0;Adulto;;
santa fe;2019;45 a 49;Hombre;0;Adulto;;
santa fe;2019;50 a 54;Hombre;0;Adulto;;
santa fe;2019;55 a 59;Hombre;1;Adulto;;
santa fe;2019;60 a 64;Hombre;0;Adulto Mayor;;
santa fe;2019;65 a 69;Hombre;1;Adulto Mayor;;
santa fe;2019;70 a 74;Hombre;0;Adulto Mayor;;
santa fe;2019;75 a 79;Hombre;0;Adulto Mayor;;
santa fe;2019;80 y más;Hombre;0;Adulto Mayor;;
santa fe;2019;Todos los grupos;Hombre;7;;46763.0;14.96909950174283
santa fe;2019;05 a 09;Mujer;0;Niño;;
santa fe;2019;10 a 14;Mujer;0;Niño;;
santa fe;2019;15 a 17;Mujer;1;Joven;;
santa fe;2019;18 a 19;Mujer;0;Joven;;
santa fe;2019;20 a 24;Mujer;0;Joven;;
santa fe;2019;25 a 29;Mujer;1;Adulto;;
santa fe;2019;30 a 34;Mujer;0;Adulto;;
santa fe;2019;35 a 39;Mujer;0;Adulto;;
santa fe;2019;40 a 44;Mujer;0;Adulto;;
santa fe;2019;45 a 49;Mujer;0;Adulto;;
santa fe;2019;50 a 54;Mujer;0;Adulto;;
santa fe;2019;55 a 59;Mujer;1;Adulto;;
santa fe;2019;60 a 64;Mujer;0;Adulto Mayor;;
santa fe;2019;65 a 69;Mujer;0;Adulto Mayor;;
santa fe;2019;70 a 74;Mujer;0;Adulto Mayor;;
santa fe;2019;75 a 79;Mujer;0;Adulto Mayor;;
