localidad;year;grupo_de_edad;sexo;casos;grupo_etario;poblacion;tasa_por_100000
rafael uribe uribe;2016;20 a 24;Mujer;1;Joven;;
rafael uribe uribe;2016;25 a 29;Mujer;0;Adulto;;
rafael uribe uribe;2016;30 a 34;Mujer;1;Adulto;;
rafael uribe uribe;2016;35 a 39;Mujer;0;Adulto;;
rafael uribe uribe;2016;40 a 44;Mujer;0;Adulto;;
rafael uribe uribe;2016;45 a 49;Mujer;0;Adulto;;
rafael uribe uribe;2016;50 a 54;Mujer;0;Adulto;;
rafael uribe uribe;2016;55 a 59;Mujer;0;Adulto;;
rafael uribe uribe;2016;60 a 64;Mujer;0;Adulto Mayor;;
rafael uribe uribe;2016;65 a 69;Mujer;0;Adulto Mayor;;
rafael uribe uribe;2016;70 a 74;Mujer;0;Adulto Mayor;;
rafael uribe uribe;2016;75 a 79;Mujer;0;Adulto Mayor;;
rafael uribe uribe;2016;80 y más;Mujer;0;Adulto Mayor;;
rafael uribe uribe;2016;Todos los grupos;Mujer;2;;180846.0;1.1059133185140948
ciudad bolivar;2016;05 a 09;Hombre;0;Niño;;
ciudad bolivar;2016;10 a 14;Hombre;2;Niño;;
ciudad bolivar;2016;15 a 17;Hombre;4;Joven;;
ciudad bolivar;2016;18 a 19;Hombre;1;Joven;;
ciudad bolivar;2016;20 a 24;Hombre;5;Joven;;
ciudad bolivar;2016;25 a 29;Hombre;7;Adulto;;
ciudad bolivar;2016;30 a 34;Hombre;6;Adulto;;
ciudad bolivar;2016;35 a 39;Hombre;2;Adulto;;
ciudad bolivar;2016;40 a 44;Hombre;2;Adulto;;
ciudad bolivar;2016;45 a 49;Hombre;0;Adulto;;
ciudad bolivar;2016;50 a 54;Hombre;1;Adulto;;
ciudad bolivar;2016;55 a 59;Hombre;1;Adulto;;
ciudad bolivar;2016;60 a 64;Hombre;1;Adulto Mayor;;
ciudad bolivar;2016;65 a 69;Hombre;0;Adulto Mayor;;
ciudad bolivar;2016;70 a 74;Hombre;0;Adulto Mayor;;
ciudad bolivar;2016;75 a 79;Hombre;1;Adulto Mayor;;
ciudad bolivar;2016;80 y más;Hombre;0;Adulto Mayor;;
ciudad bolivar;2016;Todos los grupos;Hombre;33;;351333.0;9.392798285387366
ciudad bolivar;2016;05 a 09;Mujer;0;Niño;;
ciudad bolivar;2016;10 a 14;Mujer;0;Niño;;
ciudad bolivar;2016;15 a 17;Mujer;0;Joven;;
ciudad bolivar;2016;18 a 19;Mujer;0;Joven;;
ciudad bolivar;2016;20 a 24;Mujer;0;Joven;;
ciudad bolivar;2016;25 a 29;Mujer;1;Adulto;;
ciudad bolivar;2016;30 a 34;Mujer;0;Adulto;;
ciudad bolivar;2016;35 a 39;Mujer;0;Adulto;;
ciudad bolivar;2016;40 a 44;Mujer;0;Adulto;;
ciudad bolivar;2016;45 a 49;Mujer;0;Adulto;;
ciudad bolivar;2016;50 a 54;Mujer;0;Adulto;;
ciudad bolivar;2016;55 a 59;Mujer;0;Adulto;;
ciudad bolivar;2016;60 a 64;Mujer;0;Adulto Mayor;;
ciudad bolivar;2016;65 a 69;Mujer;0;Adulto Mayor;;
ciudad bolivar;2016;70 a 74;Mujer;0;Adulto Mayor;;
ciudad bolivar;2016;75 a 79;Mujer;0;Adulto Mayor;;
ciudad bolivar;2016;80 y más;Mujer;0;Adulto Mayor;;
ciudad bolivar;2016;Todos los grupos;Mujer;1;;368367.0;0.27146839972093045
sumapaz;2016;05 a 09;Hombre;0;Niño;;
sumapaz;2016;10 a 14;Hombre;0;Niño;;
sumapaz;2016;15 a 17;Hombre;0;Joven;;
sumapaz;2016;18 a 19;Hombre;0;Joven;;
sumapaz;2016;20 a 24;Hombre;0;Joven;;
sumapaz;2016;25 a 29;Hombre;0;Adulto;;
sumapaz;2016;30 a 34;Hombre;0;Adulto;;
sumapaz;2016;35 a 39;Hombre;0;Adulto;;
sumapaz;2016;40 a 44;Hombre;0;Adulto;;
sumapaz;2016;45 a 49;Hombre;0;Adulto;;
sumapaz;2016;50 a 54;Hombre;0;Adulto;;
sumapaz;2016;55 a 59;Hombre;0;Adulto;;
sumapaz;2016;60 a 64;Hombre;0;Adulto Mayor;;
sumapaz;2016;65 a 69;Hombre;0;Adulto Mayor;;
sumapaz;2016;70 a 74;Hombre;0;Adulto Mayor;;
sumapaz;2016;75 a 79;Hombre;0;Adulto Mayor;;
sumapaz;2016;80 y más;Hombre;0;Adulto Mayor;;
sumapaz;2016;Todos los grupos;Hombre;0;;3765.0;0.0
sumapaz;2016;05 a 09;Mujer;0;Niño;;
sumapaz;2016;10 a 14;Mujer;0;Niño;;
sumapaz;2016;15 a 17;Mujer;0;Joven;;
sumapaz;2016;18 a 19;Mujer;0;Joven;;
sumapaz;2016;20 a 24;Mujer;0;Joven;;
sumapaz;2016;25 a 29;Mujer;0;Adulto;;
sumapaz;2016;30 a 34;Mujer;0;Adulto;;
sumapaz;2016;35 a 39;Mujer;0;Adulto;;
sumapaz;2016;40 a 44;Mujer;0;Adulto;;
sumapaz;2016;45 a 49;Mujer;0;Adulto;;
sumapaz;2016;50 a 54;Mujer;0;Adulto;;
sumapaz;2016;55 a 59;Mujer;0;Adulto;;
sumapaz;2016;60 a 64;Mujer;0;Adulto Mayor;;
sumapaz;2016;65 a 69;Mujer;0;Adulto Mayor;;
sumapaz;2016;70 a 74;Mujer;0;Adulto Mayor;;
sumapaz;2016;75 a 79;Mujer;0;Adulto Mayor;;
sumapaz;2016;80 y más;Mujer;0;Adulto Mayor;;
sumapaz;2016;Todos los grupos;Mujer;0;;3565.0;0.0
distrito;2016;05 a 09;Hombre;0;Niño;;
distrito;2016;10 a 14;Hombre;9;Niño;;
distrito;2016;15 a 17;Hombre;18;Joven;;
distrito;2016;18 a 19;Hombre;10;Joven;;
distrito;2016;20 a 24;Hombre;52;Joven;;
distrito;2016;25 a 29;Hombre;41;Adulto;;
distrito;2016;30 a 34;Hombre;32;Adulto;;
distrito;2016;35 a 39;Hombre;18;Adulto;;
distrito;2016;40 a 44;Hombre;22;Adulto;;
distrito;2016;45 a 49;Hombre;19;Adulto;;
distrito;2016;50 a 54;Hombre;14;Adulto;;
distrito;2016;55 a 59;Hombre;11;Adulto;;
distrito;2016;60 a 64;Hombre;16;Adulto Mayor;;
distrito;2016;65 a 69;Hombre;7;Adulto Mayor;;
distrito;2016;70 a 74;Hombre;8;Adulto Mayor;;
distrito;2016;75 a 79;Hombre;3;Adulto Mayor;;
distrito;2016;80 y más;Hombre;9;Adulto Mayor;;
distrito;2016;Todos los grupos;Hombre;289;;3861626.0;7.483894090209668
distrito;2016;05 a 09;Mujer;0;Niño;;
distrito;2016;10 a 14;Mujer;5;Niño;;
distrito;2016;15 a 17;Mujer;5;Joven;;
distrito;2016;18 a 19;Mujer;6;Joven;;
distrito;2016;20 a 24;Mujer;14;Joven;;
distrito;2016;25 a 29;Mujer;7;Adulto;;
distrito;2016;30 a 34;Mujer;6;Adulto;;
distrito;2016;35 a 39;Mujer;6;Adulto;;
distrito;2016;40 a 44;Mujer;4;Adulto;;
distrito;2016;45 a 49;Mujer;4;Adulto;;
distrito;2016;50 a 54;Mujer;5;Adulto;;
distrito;2016;55 a 59;Mujer;0;Adulto;;
distrito;2016;60 a 64;Mujer;2;Adulto Mayor;;
distrito;2016;65 a 69;Mujer;2;Adulto Mayor;;
distrito;2016;70 a 74;Mujer;0;Adulto Mayor;;
distrito;2016;75 a 79;Mujer;1;Adulto Mayor;;
distrito;2016;80 y más;Mujer;0;Adulto Mayor;;
distrito;2016;Todos los grupos;Mujer;67;;4118375.0;1.6268552523750264
usaquen;2017;05 a 09;Hombre;0;Niño;;
usaquen;2017;10 a 14;Hombre;0;Niño;;
usaquen;2017;15 a 17;Hombre;1;Joven;;
usaquen;2017;18 a 19;Hombre;1;Joven;;
usaquen;2017;20 a 24;Hombre;2;Joven;;
usaquen;2017;25 a 29;Hombre;4;Adulto;;
usaquen;2017;30 a 34;Hombre;2;Adulto;;
usaquen;2017;35 a 39;Hombre;1;Adulto;;
usaquen;2017;40 a 44;Hombre;1;Adulto;;
usaquen;2017;45 a 49;Hombre;2;Adulto;;
usaquen;2017;50 a 54;Hombre;1;Adulto;;
usaquen;2017;55 a 59;Hombre;2;Adulto;;
usaquen;2017;60 a 64;Hombre;2;Adulto Mayor;;
usaquen;2017;65 a 69;Hombre;1;Adulto Mayor;;
usaquen;2017;70 a 74;Hombre;0;Adulto Mayor;;
usaquen;2017;75 a 79;Hombre;0;Adulto Mayor;;
usaquen;2017;80 y más;Hombre;0;Adulto Mayor;;
usaquen;2017;Todos los grupos;Hombre;20;;220260.0;9.08017797148824
usaquen;2017;05 a 09;Mujer;0;Niño;;
usaquen;2017;10 a 14;Mujer;1;Niño;;
usaquen;2017;15 a 17;Mujer;0;Joven;;
usaquen;2017;18 a 19;Mujer;0;Joven;;
usaquen;2017;20 a 24;Mujer;1;Joven;;
usaquen;2017;25 a 29;Mujer;1;Adulto;;
usaquen;2017;30 a 34;Mujer;0;Adulto;;
usaquen;2017;35 a 39;Mujer;0;Adulto;;
usaquen;2017;40 a 44;Mujer;0;Adulto;;
usaquen;2017;45 a 49;Mujer;2;Adulto;;
usaquen;2017;50 a 54;Mujer;0;Adulto;;
usaquen;2017;55 a 59;Mujer;1;Adulto;;
usaquen;2017;60 a 64;Mujer;0;Adulto Mayor;;
usaquen;2017;65 a 69;Mujer;0;Adulto Mayor;;
usaquen;2017;70 a 74;Mujer;0;Adulto Mayor;;
usaquen;2017;75 a 79;Mujer;0;Adulto Mayor;;
usaquen;2017;80 y más;Mujer;0;Adulto Mayor;;
usaquen;2017;Todos los grupos;Mujer;6;;253926.0;2.3628931263438955
chapinero;2017;05 a 09;Hombre;0;Niño;;
chapinero;2017;10 a 14;Hombre;0;Niño;;
chapinero;2017;15 a 17;Hombre;0;Joven;;
chapinero;2017;18 a 19;Hombre;1;Joven;;
chapinero;2017;20 a 24;Hombre;0;Joven;;
chapinero;2017;25 a 29;Hombre;0;Adulto;;
chapinero;2017;30 a 34;Hombre;1;Adulto;;
chapinero;2017;35 a 39;Hombre;2;Adulto;;
chapinero;2017;40 a 44;Hombre;0;Adulto;;
chapinero;2017;45 a 49;Hombre;1;Adulto;;
chapinero;2017;50 a 54;Hombre;0;Adulto;;
chapinero;2017;55 a 59;Hombre;0;Adulto;;
chapinero;2017;60 a 64;Hombre;0;Adulto Mayor;;
chapinero;2017;65 a 69;Hombre;0;Adulto Mayor;;
chapinero;2017;70 a 74;Hombre;0;Adulto Mayor;;
chapinero;2017;75 a 79;Hombre;0;Adulto Mayor;;
chapinero;2017;80 y más;Hombre;0;Adulto Mayor;;
chapinero;2017;Todos los grupos;Hombre;5;;60558.0;8.256547442121603
chapinero;2017;05 a 09;Mujer;0;Niño;;
chapinero;2017;10 a 14;Mujer;0;Niño;;
chapinero;2017;15 a 17;Mujer;0;Joven;;
chapinero;2017;18 a 19;Mujer;0;Joven;;
chapinero;2017;20 a 24;Mujer;0;Joven;;
chapinero;2017;25 a 29;Mujer;1;Adulto;;
chapinero;2017;30 a 34;Mujer;0;Adulto;;
chapinero;2017;35 a 39;Mujer;0;Adulto;;
chapinero;2017;40 a 44;Mujer;0;Adulto;;
chapinero;2017;45 a 49;Mujer;0;Adulto;;
chapinero;2017;50 a 54;Mujer;0;Adulto;;
chapinero;2017;55 a 59;Mujer;0;Adulto;;
chapinero;2017;60 a 64;Mujer;0;Adulto Mayor;;
chapinero;2017;65 a 69;Mujer;0;Adulto Mayor;;
chapinero;2017;70 a 74;Mujer;0;Adulto Mayor;;
chapinero;2017;75 a 79;Mujer;0;Adulto Mayor;;
chapinero;2017;80 y más;Mujer;0;Adulto Mayor;;
chapinero;2017;Todos los grupos;Mujer;1;;66033.0;1.5143943179925188
santa fe;2017;05 a 09;Hombre;0;Niño;;
santa fe;2017;10 a 14;Hombre;1;Niño;;
santa fe;2017;15 a 17;Hombre;0;Joven;;
santa fe;2017;18 a 19;Hombre;0;Joven;;
santa fe;2017;20 a 24;Hombre;2;Joven;;
santa fe;2017;25 a 29;Hombre;0;Adulto;;
santa fe;2017;30 a 34;Hombre;2;Adulto;;
santa fe;2017;35 a 39;Hombre;1;Adulto;;
santa fe;2017;40 a 44;Hombre;1;Adulto;;
santa fe;2017;45 a 49;Hombre;0;Adulto;;
santa fe;2017;50 a 54;Hombre;0;Adulto;;
santa fe;2017;55 a 59;Hombre;2;Adulto;;
santa fe;2017;60 a 64;Hombre;2;Adulto Mayor;;
santa fe;2017;65 a 69;Hombre;0;Adulto Mayor;;
santa fe;2017;70 a 74;Hombre;0;Adulto Mayor;;
santa fe;2017;75 a 79;Hombre;0;Adulto Mayor;;
santa fe;2017;80 y más;Hombre;0;Adulto Mayor;;
santa fe;2017;Todos los grupos;Hombre;11;;48066.0;22.88519951733034
santa fe;2017;05 a 09;Mujer;0;Niño;;
santa fe;2017;10 a 14;Mujer;0;Niño;;
santa fe;2017;15 a 17;Mujer;0;Joven;;
santa fe;2017;18 a 19;Mujer;1;Joven;;
santa fe;2017;20 a 24;Mujer;1;Joven;;
santa fe;2017;25 a 29;Mujer;0;Adulto;;
santa fe;2017;30 a 34;Mujer;1;Adulto;;
santa fe;2017;35 a 39;Mujer;0;Adulto;;
santa fe;2017;40 a 44;Mujer;0;Adulto;;
santa fe;2017;45 a 49;Mujer;0;Adulto;;
santa fe;2017;50 a 54;Mujer;0;Adulto;;
santa fe;2017;55 a 59;Mujer;0;Adulto;;
santa fe;2017;60 a 64;Mujer;0;Adulto Mayor;;
santa fe;2017;65 a 69;Mujer;0;Adulto Mayor;;
santa fe;2017;70 a 74;Mujer;0;Adulto Mayor;;
santa fe;2017;75 a 79;Mujer;0;Adulto Mayor;;
santa fe;2017;80 y más;Mujer;0;Adulto Mayor;;
santa fe;2017;Todos los grupos;Mujer;3;;47135.0;6.364697146494113
san cristobal;2017;05 a 09;Hombre;0;Niño;;
san cristobal;2017;10 a 14;Hombre;0;Niño;;
san cristobal;2017;15 a 17;Hombre;0;Joven;;
san cristobal;2017;18 a 19;Hombre;0;Joven;;
san cristobal;2017;20 a 24;Hombre;2;Joven;;
san cristobal;2017;25 a 29;Hombre;2;Adulto;;
san cristobal;2017;30 a 34;Hombre;0;Adulto;;
san cristobal;2017;35 a 39;Hombre;2;Adulto;;
san cristobal;2017;40 a 44;Hombre;2;Adulto;;
san cristobal;2017;45 a 49;Hombre;0;Adulto;;
san cristobal;2017;50 a 54;Hombre;1;Adulto;;
san cristobal;2017;55 a 59;Hombre;0;Adulto;;
san cristobal;2017;60 a 64;Hombre;1;Adulto Mayor;;
san cristobal;2017;65 a 69;Hombre;1;Adulto Mayor;;
san cristobal;2017;70 a 74;Hombre;0;Adulto Mayor;;
san cristobal;2017;75 a 79;Hombre;2;Adulto Mayor;;
san cristobal;2017;80 y más;Hombre;1;Adulto Mayor;;
san cristobal;2017;Todos los grupos;Hombre;14;;191535.0;7.309369044822095
san cristobal;2017;05 a 09;Mujer;0;Niño;;
san cristobal;2017;10 a 14;Mujer;0;Niño;;
san cristobal;2017;15 a 17;Mujer;2;Joven;;
san cristobal;2017;18 a 19;Mujer;0;Joven;;
san cristobal;2017;20 a 24;Mujer;0;Joven;;
san cristobal;2017;25 a 29;Mujer;3;Adulto;;
san cristobal;2017;30 a 34;Mujer;0;Adulto;;
san cristobal;2017;35 a 39;Mujer;1;Adulto;;
san cristobal;2017;40 a 44;Mujer;0;Adulto;;
san cristobal;2017;45 a 49;Mujer;0;Adulto;;
san cristobal;2017;50 a 54;Mujer;0;Adulto;;
san cristobal;2017;55 a 59;Mujer;0;Adulto;;
san cristobal;2017;60 a 64;Mujer;0;Adulto Mayor;;
san cristobal;2017;65 a 69;Mujer;0;Adulto Mayor;;
san cristobal;2017;70 a 74;Mujer;0;Adulto Mayor;;
san cristobal;2017;75 a 79;Mujer;0;Adulto Mayor;;
san cristobal;2017;80 y más;Mujer;0;Adulto Mayor;;
san cristobal;2017;Todos los grupos;Mujer;6;;202823.0;2.9582443805682788
usme;2017;05 a 09;Hombre;0;Niño;;
usme;2017;10 a 14;Hombre;1;Niño;;
usme;2017;15 a 17;Hombre;1;Joven;;
usme;2017;18 a 19;Hombre;1;Joven;;
usme;2017;20 a 24;Hombre;1;Joven;;
usme;2017;25 a 29;Hombre;3;Adulto;;
usme;2017;30 a 34;Hombre;1;Adulto;;
usme;2017;35 a 39;Hombre;1;Adulto;;
usme;2017;40 a 44;Hombre;1;Adulto;;
usme;2017;45 a 49;Hombre;0;Adulto;;
usme;2017;50 a 54;Hombre;0;Adulto;;
usme;2017;55 a 59;Hombre;2;Adulto;;
usme;2017;60 a 64;Hombre;0;Adulto Mayor;;
usme;2017;65 a 69;Hombre;0;Adulto Mayor;;
usme;2017;70 a 74;Hombre;0;Adulto Mayor;;
usme;2017;75 a 79;Hombre;0;Adulto Mayor;;
usme;2017;80 y más;Hombre;0;Adulto Mayor;;
usme;2017;Todos los grupos;Hombre;12;;166347.0;7.213836137712132
usme;2017;05 a 09;Mujer;0;Niño;;
usme;2017;10 a 14;Mujer;1;Niño;;
usme;2017;15 a 17;Mujer;0;Joven;;
usme;2017;18 a 19;Mujer;0;Joven;;
usme;2017;20 a 24;Mujer;0;Joven;;
usme;2017;25 a 29;Mujer;0;Adulto;;
usme;2017;30 a 34;Mujer;0;Adulto;;
usme;2017;35 a 39;Mujer;0;Adulto;;
usme;2017;40 a 44;Mujer;0;Adulto;;
usme;2017;45 a 49;Mujer;0;Adulto;;
usme;2017;50 a 54;Mujer;0;Adulto;;
usme;2017;55 a 59;Mujer;0;Adulto;;
usme;2017;60 a 64;Mujer;0;Adulto Mayor;;
usme;2017;65 a 69;Mujer;0;Adulto Mayor;;
usme;2017;70 a 74;Mujer;0;Adulto Mayor;;
usme;2017;75 a 79;Mujer;0;Adulto Mayor;;
usme;2017;80 y más;Mujer;0;Adulto Mayor;;
usme;2017;Todos los grupos;Mujer;1;;173754.0;0.5755263188185595
tunjuelito;2017;05 a 09;Hombre;0;Niño;;
tunjuelito;2017;10 a 14;Hombre;0;Niño;;
tunjuelito;2017;15 a 17;Hombre;0;Joven;;
tunjuelito;2017;18 a 19;Hombre;0;Joven;;
tunjuelito;2017;20 a 24;Hombre;1;Joven;;
tunjuelito;2017;25 a 29;Hombre;0;Adulto;;
tunjuelito;2017;30 a 34;Hombre;0;Adulto;;
tunjuelito;2017;35 a 39;Hombre;1;Adulto;;
tunjuelito;2017;40 a 44;Hombre;0;Adulto;;
tunjuelito;2017;45 a 49;Hombre;2;Adulto;;
tunjuelito;2017;50 a 54;Hombre;1;Adulto;;
tunjuelito;2017;55 a 59;Hombre;0;Adulto;;
tunjuelito;2017;60 a 64;Hombre;0;Adulto Mayor;;
tunjuelito;2017;65 a 69;Hombre;0;Adulto Mayor;;
tunjuelito;2017;70 a 74;Hombre;0;Adulto Mayor;;
tunjuelito;2017;75 a 79;Hombre;0;Adulto Mayor;;
tunjuelito;2017;80 y más;Hombre;1;Adulto Mayor;;
tunjuelito;2017;Todos los grupos;Hombre;6;;93152.0;6.4410855376159395
tunjuelito;2017;05 a 09;Mujer;0;Niño;;
tunjuelito;2017;10 a 14;Mujer;0;Niño;;
tunjuelito;2017;15 a 17;Mujer;0;Joven;;
tunjuelito;2017;18 a 19;Mujer;0;Joven;;
tunjuelito;2017;20 a 24;Mujer;0;Joven;;
tunjuelito;2017;25 a 29;Mujer;1;Adulto;;
tunjuelito;2017;30 a 34;Mujer;0;Adulto;;
tunjuelito;2017;35 a 39;Mujer;0;Adulto;;
tunjuelito;2017;40 a 44;Mujer;0;Adulto;;
tunjuelito;2017;45 a 49;Mujer;0;Adulto;;
tunjuelito;2017;50 a 54;Mujer;1;Adulto;;
tunjuelito;2017;55 a 59;Mujer;0;Adulto;;
tunjuelito;2017;60 a 64;Mujer;0;Adulto Mayor;;
tunjuelito;2017;65 a 69;Mujer;0;Adulto Mayor;;
tunjuelito;2017;70 a 74;Mujer;0;Adulto Mayor;;
tunjuelito;2017;75 a 79;Mujer;0;Adulto Mayor;;
tunjuelito;2017;80 y más;Mujer;0;Adulto Mayor;;
tunjuelito;2017;Todos los grupos;Mujer;2;;94819.0;2.1092818949788543
bosa;2017;05 a 09;Hombre;0;Niño;;
bosa;2017;10 a 14;Hombre;3;Niño;;
bosa;2017;15 a 17;Hombre;5;Joven;;
bosa;2017;18 a 19;Hombre;1;Joven;;
bosa;2017;20 a 24;Hombre;6;Joven;;
bosa;2017;25 a 29;Hombre;1;Adulto;;
bosa;2017;30 a 34;Hombre;1;Adulto;;
bosa;2017;35 a 39;Hombre;2;Adulto;;
bosa;2017;40 a 44;Hombre;1;Adulto;;
bosa;2017;45 a 49;Hombre;2;Adulto;;
bosa;2017;50 a 54;Hombre;1;Adulto;;
bosa;2017;55 a 59;Hombre;0;Adulto;;
bosa;2017;60 a 64;Hombre;0;Adulto Mayor;;
bosa;2017;65 a 69;Hombre;0;Adulto Mayor;;
bosa;2017;70 a 74;Hombre;1;Adulto Mayor;;
bosa;2017;75 a 79;Hombre;0;Adulto Mayor;;
bosa;2017;80 y más;Hombre;1;Adulto Mayor;;
bosa;2017;Todos los grupos;Hombre;25;;356324.0;7.016086483088426
bosa;2017;05 a 09;Mujer;0;Niño;;
bosa;2017;10 a 14;Mujer;0;Niño;;
bosa;2017;15 a 17;Mujer;1;Joven;;
bosa;2017;18 a 19;Mujer;1;Joven;;
bosa;2017;20 a 24;Mujer;1;Joven;;
bosa;2017;25 a 29;Mujer;1;Adulto;;
bosa;2017;30 a 34;Mujer;1;Adulto;;
bosa;2017;35 a 39;Mujer;1;Adulto;;
bosa;2017;40 a 44;Mujer;0;Adulto;;
bosa;2017;45 a 49;Mujer;0;Adulto;;
bosa;2017;50 a 54;Mujer;0;Adulto;;
bosa;2017;55 a 59;Mujer;0;Adulto;;
bosa;2017;60 a 64;Mujer;0;Adulto Mayor;;
bosa;2017;65 a 69;Mujer;0;Adulto Mayor;;
bosa;2017;70 a 74;Mujer;0;Adulto Mayor;;
bosa;2017;75 a 79;Mujer;0;Adulto Mayor;;
bosa;2017;80 y más;Mujer;0;Adulto Mayor;;
bosa;2017;Todos los grupos;Mujer;6;;374723.0;1.6011827403175145
kennedy;2017;05 a 09;Hombre;0;Niño;;
kennedy;2017;10 a 14;Hombre;1;Niño;;
kennedy;2017;15 a 17;Hombre;1;Joven;;
kennedy;2017;18 a 19;Hombre;1;Joven;;
kennedy;2017;20 a 24;Hombre;3;Joven;;
kennedy;2017;25 a 29;Hombre;5;Adulto;;
kennedy;2017;30 a 34;Hombre;2;Adulto;;
kennedy;2017;35 a 39;Hombre;3;Adulto;;
kennedy;2017;40 a 44;Hombre;1;Adulto;;
kennedy;2017;45 a 49;Hombre;1;Adulto;;
kennedy;2017;50 a 54;Hombre;1;Adulto;;
kennedy;2017;55 a 59;Hombre;2;Adulto;;
kennedy;2017;60 a 64;Hombre;0;Adulto Mayor;;
kennedy;2017;65 a 69;Hombre;0;Adulto Mayor;;
kennedy;2017;70 a 74;Hombre;1;Adulto Mayor;;
kennedy;2017;75 a 79;Hombre;0;Adulto Mayor;;
kennedy;2017;80 y más;Hombre;1;Adulto Mayor;;
kennedy;2017;Todos los grupos;Hombre;23;;589932.0;3.8987544327142793
kennedy;2017;05 a 09;Mujer;0;Niño;;
kennedy;2017;10 a 14;Mujer;2;Niño;;
kennedy;2017;15 a 17;Mujer;2;Joven;;
kennedy;2017;18 a 19;Mujer;2;Joven;;
kennedy;2017;20 a 24;Mujer;0;Joven;;
kennedy;2017;25 a 29;Mujer;1;Adulto;;
kennedy;2017;30 a 34;Mujer;2;Adulto;;
kennedy;2017;35 a 39;Mujer;0;Adulto;;
kennedy;2017;40 a 44;Mujer;0;Adulto;;
kennedy;2017;45 a 49;Mujer;0;Adulto;;
kennedy;2017;50 a 54;Mujer;0;Adulto;;
kennedy;2017;55 a 59;Mujer;0;Adulto;;
kennedy;2017;60 a 64;Mujer;0;Adulto Mayor;;
kennedy;2017;65 a 69;Mujer;0;Adulto Mayor;;
kennedy;2017;70 a 74;Mujer;0;Adulto Mayor;;
kennedy;2017;75 a 79;Mujer;1;Adulto Mayor;;
kennedy;2017;80 y más;Mujer;0;Adulto Mayor;;
kennedy;2017;Todos los grupos;Mujer;10;;619048.0;1.6153836213023869
fontibon;2017;05 a 09;Hombre;0;Niño;;
fontibon;2017;10 a 14;Hombre;0;Niño;;
fontibon;2017;15 a 17;Hombre;0;Joven;;
fontibon;2017;18 a 19;Hombre;0;Joven;;
fontibon;2017;20 a 24;Hombre;1;Joven;;
fontibon;2017;25 a 29;Hombre;1;Adulto;;
fontibon;2017;30 a 34;Hombre;1;Adulto;;
fontibon;2017;35 a 39;Hombre;2;Adulto;;
fontibon;2017;40 a 44;Hombre;2;Adulto;;
fontibon;2017;45 a 49;Hombre;0;Adulto;;
fontibon;2017;50 a 54;Hombre;1;Adulto;;
fontibon;2017;55 a 59;Hombre;0;Adulto;;
fontibon;2017;60 a 64;Hombre;0;Adulto Mayor;;
fontibon;2017;65 a 69;Hombre;0;Adulto Mayor;;
fontibon;2017;70 a 74;Hombre;1;Adulto Mayor;;
fontibon;2017;75 a 79;Hombre;0;Adulto Mayor;;
fontibon;2017;80 y más;Hombre;0;Adulto Mayor;;
fontibon;2017;Todos los grupos;Hombre;9;;195255.0;4.609356994699239
fontibon;2017;05 a 09;Mujer;0;Niño;;
fontibon;2017;10 a 14;Mujer;0;Niño;;
fontibon;2017;15 a 17;Mujer;0;Joven;;
fontibon;2017;18 a 19;Mujer;0;Joven;;
fontibon;2017;20 a 24;Mujer;2;Joven;;
fontibon;2017;25 a 29;Mujer;0;Adulto;;
fontibon;2017;30 a 34;Mujer;3;Adulto;;
fontibon;2017;35 a 39;Mujer;0;Adulto;;
fontibon;2017;40 a 44;Mujer;0;Adulto;;
fontibon;2017;45 a 49;Mujer;0;Adulto;;
fontibon;2017;50 a 54;Mujer;0;Adulto;;
fontibon;2017;55 a 59;Mujer;0;Adulto;;
fontibon;2017;60 a 64;Mujer;0;Adulto Mayor;;
fontibon;2017;65 a 69;Mujer;1;Adulto Mayor;;
fontibon;2017;70 a 74;Mujer;0;Adulto Mayor;;
fontibon;2017;75 a 79;Mujer;0;Adulto Mayor;;
fontibon;2017;80 y más;Mujer;1;Adulto Mayor;;
fontibon;2017;Todos los grupos;Mujer;7;;218479.0;3.2039692602034977
engativa;2017;05 a 09;Hombre;0;Niño;;
engativa;2017;10 a 14;Hombre;0;Niño;;
engativa;2017;15 a 17;Hombre;1;Joven;;
engativa;2017;18 a 19;Hombre;3;Joven;;
engativa;2017;20 a 24;Hombre;2;Joven;;
engativa;2017;25 a 29;Hombre;0;Adulto;;
engativa;2017;30 a 34;Hombre;3;Adulto;;
engativa;2017;35 a 39;Hombre;4;Adulto;;
engativa;2017;40 a 44;Hombre;0;Adulto;;
engativa;2017;45 a 49;Hombre;0;Adulto;;
engativa;2017;50 a 54;Hombre;1;Adulto;;
engativa;2017;55 a 59;Hombre;1;Adulto;;
engativa;2017;60 a 64;Hombre;2;Adulto Mayor;;
engativa;2017;65 a 69;Hombre;0;Adulto Mayor;;
engativa;2017;70 a 74;Hombre;1;Adulto Mayor;;
engativa;2017;75 a 79;Hombre;1;Adulto Mayor;;
engativa;2017;80 y más;Hombre;0;Adulto Mayor;;
engativa;2017;Todos los grupos;Hombre;19;;422164.0;4.500620611894903
engativa;2017;05 a 09;Mujer;0;Niño;;
engativa;2017;10 a 14;Mujer;0;Niño;;
engativa;2017;15 a 17;Mujer;1;Joven;;
engativa;2017;18 a 19;Mujer;0;Joven;;
engativa;2017;20 a 24;Mujer;2;Joven;;
engativa;2017;25 a 29;Mujer;1;Adulto;;
